sample,channel,normalized,loss_type,loss_value
102,mean_sea_level_pressure,denormalized,MSE,550883.875
103,10m_u_component_of_wind,denormalized,MSE,0.40734389424324036
103,10m_v_component_of_wind,denormalized,MSE,0.6074062585830688
103,2m_temperature,denormalized,MSE,7.310596466064453
103,mean_sea_level_pressure,denormalized,MSE,355781.34375
104,10m_u_component_of_wind,denormalized,MSE,0.4583946466445923
104,10m_v_component_of_wind,denormalized,MSE,0.7094200849533081
104,2m_temperature,denormalized,MSE,7.681270599365234
104,mean_sea_level_pressure,denormalized,MSE,392828.59375
105,10m_u_component_of_wind,denormalized,MSE,0.5291577577590942
105,10m_v_component_of_wind,denormalized,MSE,0.8546535968780518
105,2m_temperature,denormalized,MSE,19.098373413085938
105,mean_sea_level_pressure,denormalized,MSE,319918.15625
106,10m_u_component_of_wind,denormalized,MSE,0.37728723883628845
106,10m_v_component_of_wind,denormalized,MSE,0.6981090903282166
106,2m_temperature,denormalized,MSE,3.814054250717163
106,mean_sea_level_pressure,denormalized,MSE,143126.03125
107,10m_u_component_of_wind,denormalized,MSE,0.37905335426330566
107,10m_v_component_of_wind,denormalized,MSE,0.5975351333618164
107,2m_temperature,denormalized,MSE,5.335870742797852
107,mean_sea_level_pressure,denormalized,MSE,18402.662109375
108,10m_u_component_of_wind,denormalized,MSE,0.44435417652130127
108,10m_v_component_of_wind,denormalized,MSE,0.7058082818984985
108,2m_temperature,denormalized,MSE,5.530365943908691
108,mean_sea_level_pressure,denormalized,MSE,20116.1953125
109,10m_u_component_of_wind,denormalized,MSE,0.655746340751648
109,10m_v_component_of_wind,denormalized,MSE,0.6595110297203064
109,2m_temperature,denormalized,MSE,7.381013870239258
109,mean_sea_level_pressure,denormalized,MSE,14269.490234375
110,10m_u_component_of_wind,denormalized,MSE,0.4460331201553345
110,10m_v_component_of_wind,denormalized,MSE,0.7429340481758118
110,2m_temperature,denormalized,MSE,7.040471076965332
110,mean_sea_level_pressure,denormalized,MSE,37685.70703125
111,10m_u_component_of_wind,denormalized,MSE,0.5086035132408142
111,10m_v_component_of_wind,denormalized,MSE,1.0089601278305054
111,2m_temperature,denormalized,MSE,9.266069412231445
111,mean_sea_level_pressure,denormalized,MSE,411315.25
112,10m_u_component_of_wind,denormalized,MSE,0.6459412574768066
112,10m_v_component_of_wind,denormalized,MSE,0.8349316120147705
112,2m_temperature,denormalized,MSE,21.311458587646484
112,mean_sea_level_pressure,denormalized,MSE,276555.5625
113,10m_u_component_of_wind,denormalized,MSE,0.5368636846542358
113,10m_v_component_of_wind,denormalized,MSE,0.7100170850753784
113,2m_temperature,denormalized,MSE,4.983213424682617
113,mean_sea_level_pressure,denormalized,MSE,209089.8125
114,10m_u_component_of_wind,denormalized,MSE,0.5618292093276978
114,10m_v_component_of_wind,denormalized,MSE,0.8597747087478638
114,2m_temperature,denormalized,MSE,15.31114387512207
114,mean_sea_level_pressure,denormalized,MSE,390289.25
115,10m_u_component_of_wind,denormalized,MSE,0.48913663625717163
115,10m_v_component_of_wind,denormalized,MSE,0.5820997953414917
115,2m_temperature,denormalized,MSE,17.427595138549805
115,mean_sea_level_pressure,denormalized,MSE,59366.15625
116,10m_u_component_of_wind,denormalized,MSE,0.5381860136985779
116,10m_v_component_of_wind,denormalized,MSE,0.8321259617805481
